cdn_event_id,server_region,latency,packet_loss,buffering_spike,failure_code,event_timestamp
CDN000005975,UK,41.47,3.21,FALSE,200,2024-10-13 03:46:05
CDN000005976,Germany,40.71,7.48,FALSE,200,2023-02-12 15:31:02
CDN000005977,USA,490.52,4.51,TRUE,502,2025-08-31 07:50:17
CDN000005978,Germany,292.32,9.91,TRUE,200,2025-05-23 16:35:24
CDN000005979,India,161.60,6.38,FALSE,502,2023-07-23 04:42:12
CDN000005980,UK,25.08,6.45,FALSE,200,2025-08-29 05:09:57
CDN000005981,Australia,49.69,7.45,FALSE,200,2023-09-14 05:10:08
CDN000005982,USA,228.56,8.13,FALSE,500,2024-10-15 04:45:55
CDN000005983,USA,176.43,3.04,FALSE,400,2024-10-13 08:20:26
CDN000005984,Canada,162.39,0.47,FALSE,200,2025-02-25 15:35:29
CDN000005985,Canada,74.86,8.17,FALSE,200,2026-02-18 19:53:22
CDN000005986,UK,430.83,6.08,TRUE,200,2025-11-02 04:08:42
CDN000005987,Singapore,161.46,10.00,FALSE,504,2026-04-12 15:32:13
CDN000005988,Japan,142.46,5.77,FALSE,504,2024-01-03 21:07:38
CDN000005989,India,336.71,1.16,TRUE,200,2024-07-15 01:42:10
CDN000005990,USA,280.95,3.15,TRUE,200,2025-05-03 21:49:25
CDN000005991,Singapore,398.64,2.13,TRUE,200,2025-12-25 11:54:44
CDN000005992,UK,317.85,8.65,TRUE,200,2025-09-12 07:20:45
CDN000005993,Japan,392.49,3.42,TRUE,200,2024-06-28 13:06:44
CDN000005994,UK,498.26,5.28,TRUE,502,2025-04-01 03:00:16
CDN000005995,UK,259.16,9.49,TRUE,200,2024-02-06 19:10:22
CDN000005996,UK,287.76,0.11,FALSE,200,2024-08-03 17:36:30
CDN000005997,Singapore,176.37,3.09,FALSE,200,2023-05-19 16:59:14
CDN000005998,Japan,487.50,1.59,TRUE,200,2024-08-04 10:10:15
CDN000005999,Germany,103.86,7.51,FALSE,400,2024-03-10 23:44:15
CDN000006000,Australia,128.25,9.97,FALSE,200,2023-04-09 13:24:57
CDN000006001,Australia,253.51,3.87,TRUE,200,2026-01-18 11:54:58
CDN000006002,India,147.87,5.28,FALSE,200,2025-10-23 08:00:37
CDN000006003,USA,340.02,5.59,TRUE,200,2024-02-13 05:28:48
CDN000006004,Australia,96.11,9.81,FALSE,200,2025-03-23 14:19:12
CDN000006005,Australia,143.72,1.26,FALSE,500,2023-05-26 03:44:20
CDN000006006,USA,389.90,9.16,TRUE,502,2024-09-12 00:49:33
CDN000006007,Canada,476.81,2.04,TRUE,200,2024-09-18 00:53:47
CDN000006008,India,324.50,9.90,TRUE,502,2025-07-05 15:48:21
CDN000006009,Singapore,156.23,9.34,FALSE,200,2023-11-14 02:27:46
CDN000006010,Singapore,404.64,1.24,TRUE,504,2024-08-13 04:32:11
CDN000006011,USA,103.67,7.77,FALSE,502,2024-07-03 01:09:41
CDN000006012,Singapore,185.63,4.18,FALSE,200,2026-01-12 03:08:34
CDN000006013,Japan,328.11,4.88,TRUE,200,2025-05-08 13:59:58
CDN000006014,Singapore,430.45,9.50,TRUE,200,2023-01-29 22:45:52
CDN000006015,USA,344.21,8.69,TRUE,504,2024-03-13 14:31:00
CDN000006016,USA,242.46,6.83,FALSE,200,2025-04-09 09:51:07
CDN000006017,Canada,315.44,7.42,TRUE,200,2026-04-20 15:39:59
CDN000006018,Canada,360.93,5.52,TRUE,200,2023-11-27 14:40:49
CDN000006019,Singapore,431.79,1.43,TRUE,200,2023-09-17 21:00:41
CDN000006020,Canada,65.69,6.89,FALSE,200,2026-01-19 15:44:16
CDN000006021,Canada,105.68,3.57,FALSE,502,2025-02-07 05:54:32
CDN000006022,UK,203.98,3.97,FALSE,200,2023-04-16 16:49:59
CDN000006023,Canada,143.59,5.51,FALSE,200,2023-07-05 00:06:17
CDN000006024,USA,357.28,8.93,TRUE,200,2025-05-30 11:16:18
CDN000006025,Japan,370.86,7.28,TRUE,200,2026-06-30 14:37:42
CDN000006026,Japan,81.26,9.16,FALSE,500,2023-03-17 21:26:34
CDN000006027,Singapore,424.29,9.26,TRUE,200,2025-10-04 20:04:50
CDN000006028,Germany,52.90,2.61,FALSE,200,2025-06-12 08:04:29
CDN000006029,Canada,489.07,2.91,TRUE,500,2025-11-20 08:20:08
CDN000006030,Canada,414.92,8.62,FALSE,200,2026-02-21 02:49:49
CDN000006031,Canada,269.21,4.58,TRUE,200,2025-12-10 08:50:39
CDN000006032,Canada,258.21,3.01,TRUE,504,2025-08-31 06:34:19
CDN000006033,Australia,193.04,4.05,TRUE,502,2025-08-23 00:57:10
CDN000006034,UK,60.34,4.80,FALSE,200,2025-06-13 19:56:41
CDN000006035,USA,270.00,2.71,TRUE,200,2023-10-21 23:06:36
CDN000006036,India,208.51,2.97,FALSE,504,2023-06-15 20:54:21
CDN000006037,India,235.28,7.01,FALSE,504,2023-12-24 10:31:24
CDN000006038,India,372.11,4.26,FALSE,200,2024-02-15 14:50:32
CDN000006039,UK,473.62,2.52,FALSE,200,2024-07-22 09:50:59
CDN000006040,USA,447.09,0.84,FALSE,500,2023-02-09 13:26:12
CDN000006041,USA,71.70,4.23,FALSE,200,2024-10-24 10:47:49
CDN000006042,Australia,287.67,9.23,TRUE,200,2024-04-13 12:27:52
CDN000006043,Japan,114.91,3.72,FALSE,200,2025-03-26 07:03:03
CDN000006044,USA,302.66,0.38,FALSE,504,2025-12-03 19:20:46
CDN000006045,Australia,285.95,7.29,FALSE,502,2023-07-02 06:42:12
CDN000006046,Germany,463.24,0.52,TRUE,200,2026-06-14 07:37:58
CDN000006047,Japan,80.99,0.58,FALSE,200,2025-08-09 09:20:44
CDN000006048,Germany,362.60,7.95,TRUE,400,2025-08-08 12:14:07
CDN000006049,Australia,178.81,3.77,FALSE,504,2023-03-30 14:45:30
CDN000006050,UK,496.92,6.87,TRUE,200,2023-10-20 00:29:46
CDN000006051,Japan,38.92,5.61,FALSE,200,2025-04-04 21:00:40
CDN000006052,Australia,352.18,1.98,TRUE,200,2023-02-11 09:27:23
CDN000006053,UK,275.67,7.07,TRUE,500,2025-06-24 16:01:23
CDN000006054,Singapore,32.26,5.49,FALSE,200,2024-01-03 01:17:10
CDN000006055,Australia,458.10,4.79,TRUE,400,2026-01-04 13:52:24
CDN000006056,UK,21.21,7.54,FALSE,500,2023-06-18 00:24:03
CDN000006057,Singapore,96.10,6.54,FALSE,200,2024-08-06 21:37:59
CDN000006058,Germany,138.46,8.79,FALSE,500,2025-11-04 18:15:31
CDN000006059,Singapore,491.96,9.77,TRUE,200,2023-04-17 22:25:46
CDN000006060,USA,335.64,0.16,TRUE,200,2025-08-18 21:23:42
CDN000006061,USA,412.06,0.42,TRUE,200,2025-12-31 00:50:40
CDN000006062,India,259.97,6.29,TRUE,200,2024-05-23 11:17:11
CDN000006063,UK,99.57,8.25,FALSE,400,2025-04-18 01:24:14
CDN000006064,USA,248.34,7.78,FALSE,502,2026-06-10 22:57:12
CDN000006065,Germany,105.64,8.80,FALSE,200,2025-03-23 18:26:03
CDN000006066,USA,31.29,7.03,FALSE,200,2023-03-27 13:43:52
CDN000006067,USA,141.10,1.79,FALSE,502,2025-02-03 16:05:37
CDN000006068,USA,408.90,3.18,TRUE,200,2023-06-04 17:31:47
CDN000006069,Canada,123.01,4.21,FALSE,200,2024-01-28 09:25:37
CDN000006070,Singapore,378.34,3.67,TRUE,200,2024-07-04 13:54:55
CDN000006071,Australia,422.14,9.32,TRUE,200,2026-04-04 12:09:29
CDN000006072,Australia,432.57,8.52,TRUE,400,2025-03-31 22:46:44
CDN000006073,Canada,100.42,7.47,FALSE,200,2025-05-18 03:01:50
CDN000006074,Japan,338.55,5.67,TRUE,200,2023-08-17 13:11:43
CDN000006075,India,34.74,9.09,FALSE,200,2024-11-20 02:23:35
CDN000006076,Singapore,477.14,0.30,FALSE,502,2023-04-05 17:59:10
CDN000006077,Australia,484.82,4.37,TRUE,502,2024-11-17 02:16:23
CDN000006078,Japan,292.22,5.68,TRUE,200,2025-09-19 02:55:33
CDN000006079,USA,476.52,9.94,FALSE,200,2023-03-03 07:44:20
CDN000006080,India,52.20,8.01,FALSE,502,2026-01-20 13:28:08
CDN000006081,Australia,436.04,7.88,TRUE,200,2024-09-11 11:24:41
CDN000006082,UK,296.95,8.32,TRUE,200,2023-08-27 04:15:25
CDN000006083,UK,185.26,8.18,FALSE,200,2024-09-13 23:05:33
CDN000006084,UK,16.63,0.83,FALSE,200,2026-03-10 19:11:16
CDN000006085,Canada,324.05,1.95,TRUE,400,2025-12-02 14:45:14
CDN000006086,India,182.92,8.45,FALSE,200,2024-05-26 21:20:14
CDN000006087,Canada,356.87,2.79,TRUE,500,2024-03-10 21:53:10
CDN000006088,India,482.00,0.92,FALSE,500,2023-02-11 20:35:08
CDN000006089,Canada,37.63,0.50,FALSE,200,2025-03-25 10:12:49
CDN000006090,USA,406.37,5.72,TRUE,400,2023-12-26 18:10:06
CDN000006091,Canada,388.92,1.42,TRUE,200,2025-09-11 04:09:48
CDN000006092,Australia,89.39,7.32,FALSE,200,2024-10-13 07:28:53
CDN000006093,Singapore,226.31,2.82,FALSE,200,2023-04-11 13:03:19
CDN000006094,Singapore,215.37,0.62,FALSE,200,2025-10-04 09:39:29
CDN000006095,Japan,97.47,9.26,FALSE,200,2026-03-16 20:31:14
CDN000006096,Singapore,282.73,4.10,FALSE,200,2024-01-14 22:59:21
CDN000006097,Australia,242.27,4.74,FALSE,502,2023-05-18 11:16:34
CDN000006098,USA,297.64,9.36,TRUE,200,2024-06-13 07:50:40
CDN000006099,Singapore,76.58,2.40,FALSE,200,2025-10-04 22:59:02
CDN000006100,Japan,460.20,7.65,TRUE,400,2023-08-03 20:06:45
CDN000006101,Canada,445.73,5.29,FALSE,200,2025-08-13 05:21:44
CDN000006102,Canada,266.94,8.17,TRUE,500,2025-08-29 20:54:07
CDN000006103,UK,381.06,9.46,TRUE,200,2023-06-23 00:37:17
CDN000006104,Japan,163.54,0.52,FALSE,502,2023-09-22 09:09:32
CDN000006105,Australia,387.89,1.60,FALSE,200,2023-10-15 19:03:18
CDN000006106,Singapore,438.15,1.83,TRUE,200,2024-05-07 09:58:15
CDN000006107,Australia,423.89,6.37,TRUE,200,2024-03-29 18:56:19
CDN000006108,Canada,433.91,3.50,TRUE,400,2024-12-01 16:19:04
CDN000006109,Germany,66.80,1.41,FALSE,200,2023-01-24 02:09:31
CDN000006110,UK,92.64,2.66,FALSE,200,2026-02-10 14:22:42
CDN000006111,Japan,232.21,7.46,FALSE,200,2025-08-09 06:01:18
CDN000006112,USA,281.22,9.40,TRUE,200,2023-11-27 07:13:34
CDN000006113,Singapore,69.27,8.26,FALSE,200,2024-09-15 04:11:18
CDN000006114,UK,246.96,1.82,FALSE,200,2024-08-02 14:52:24
CDN000006115,Canada,252.14,6.95,TRUE,200,2026-02-03 06:47:52
CDN000006116,India,55.09,1.27,TRUE,200,2025-09-12 16:12:19
CDN000006117,Germany,45.91,7.40,FALSE,200,2025-11-18 07:09:30
CDN000006118,Australia,146.01,8.44,FALSE,200,2023-10-02 01:34:30
CDN000006119,Germany,135.86,3.12,FALSE,200,2025-07-22 20:14:22
CDN000006120,USA,445.91,2.15,TRUE,200,2023-10-07 18:08:58
CDN000006121,Australia,259.65,8.62,TRUE,200,2023-05-05 23:24:26
CDN000006122,Singapore,310.19,4.81,TRUE,200,2025-06-01 03:18:48
CDN000006123,India,374.24,1.49,TRUE,200,2025-09-26 19:41:35
CDN000006124,Singapore,94.37,5.97,FALSE,400,2025-04-23 09:13:33
CDN000006125,Japan,450.45,8.08,TRUE,200,2025-07-26 05:18:41
CDN000006126,Singapore,160.95,4.41,FALSE,502,2023-12-01 06:51:12
CDN000006127,Australia,103.82,1.54,FALSE,200,2023-11-09 00:11:38
CDN000006128,UK,200.58,1.72,FALSE,200,2026-06-11 01:07:48
CDN000006129,Germany,443.54,6.24,TRUE,200,2025-10-30 07:11:52
CDN000006130,Canada,342.95,2.39,TRUE,200,2023-02-28 11:13:13
CDN000006131,India,430.72,6.00,TRUE,200,2024-07-24 05:26:37
CDN000006132,USA,244.25,2.54,FALSE,200,2025-06-23 02:49:10
CDN000006133,Japan,165.11,6.43,FALSE,200,2025-04-28 10:58:40
CDN000006134,USA,450.53,0.69,TRUE,500,2024-10-31 00:37:50
CDN000006135,India,100.84,7.48,FALSE,200,2025-12-05 01:43:58
CDN000006136,USA,376.05,0.15,TRUE,200,2025-05-21 06:05:57
CDN000006137,Germany,46.61,9.75,FALSE,200,2024-08-21 19:19:20
CDN000006138,USA,247.25,3.36,FALSE,502,2026-05-05 06:38:56
CDN000006139,Australia,154.33,9.15,FALSE,200,2025-05-07 13:48:37
CDN000006140,India,140.59,9.05,TRUE,500,2024-03-24 21:50:21
CDN000006141,India,162.83,6.41,FALSE,502,2023-08-04 03:55:33
CDN000006142,Japan,110.84,3.88,FALSE,504,2025-11-17 09:56:21
CDN000006143,Australia,464.55,0.39,TRUE,200,2025-01-15 04:02:45
CDN000006144,Japan,472.34,6.50,TRUE,400,2023-05-25 00:17:33
CDN000006145,Canada,258.04,7.47,FALSE,200,2025-04-17 07:32:03
CDN000006146,UK,239.09,7.98,FALSE,200,2023-01-21 10:55:19
CDN000006147,Germany,492.25,6.80,FALSE,200,2023-03-20 22:03:31
CDN000006148,Japan,454.05,4.52,TRUE,504,2026-01-10 18:46:12
CDN000006149,India,91.13,8.54,FALSE,200,2025-06-24 14:36:19
CDN000006150,UK,427.01,8.39,TRUE,200,2026-04-17 10:58:55
CDN000006151,Singapore,420.46,4.31,TRUE,500,2023-02-19 23:07:01
CDN000006152,Australia,223.57,0.83,FALSE,504,2024-03-13 12:27:45
CDN000006153,Japan,65.66,1.16,FALSE,200,2023-02-25 23:38:27
CDN000006154,Singapore,48.17,3.36,FALSE,200,2024-12-17 14:07:29
CDN000006155,Australia,32.33,7.24,FALSE,200,2025-06-10 00:49:57
CDN000006156,UK,447.10,8.87,FALSE,200,2024-04-05 05:55:13
CDN000006157,UK,253.02,1.26,TRUE,200,2023-06-21 14:56:46
CDN000006158,UK,259.32,1.90,TRUE,200,2025-01-24 09:11:20
CDN000006159,Japan,163.51,4.62,TRUE,200,2024-12-22 13:40:49
CDN000006160,Canada,472.41,7.60,TRUE,200,2024-10-22 15:31:31
CDN000006161,India,201.57,5.51,FALSE,200,2024-08-06 14:02:41
CDN000006162,Singapore,322.31,7.45,TRUE,400,2023-03-09 19:41:03
CDN000006163,Australia,497.35,7.52,TRUE,200,2025-06-09 19:09:20
CDN000006164,Germany,83.00,0.48,FALSE,200,2026-06-10 14:07:19
CDN000006165,Canada,25.30,1.20,FALSE,200,2024-01-26 15:35:16
CDN000006166,Germany,14.00,1.41,FALSE,200,2025-11-20 17:39:23
CDN000006167,India,141.96,4.90,FALSE,504,2026-04-02 00:57:39
CDN000006168,India,324.66,5.32,TRUE,504,2024-02-17 22:46:12
CDN000006169,Canada,477.89,3.93,FALSE,200,2025-09-30 20:59:04
CDN000006170,India,394.69,7.62,TRUE,200,2023-08-07 11:43:44
CDN000006171,Canada,224.78,5.89,FALSE,200,2026-03-18 22:54:39
CDN000006172,Canada,284.55,5.21,TRUE,200,2024-05-26 19:06:26
CDN000006173,UK,470.56,7.83,TRUE,200,2024-06-03 20:30:44
CDN000006174,UK,133.60,1.79,FALSE,400,2023-01-02 20:43:06
CDN000006175,UK,434.22,9.45,TRUE,200,2025-10-29 17:08:23
CDN000006176,UK,209.73,3.19,FALSE,400,2023-03-17 00:04:33
CDN000006177,Germany,45.49,7.09,FALSE,200,2023-12-23 16:56:09
CDN000006178,UK,188.14,8.62,FALSE,500,2023-04-23 04:22:33
CDN000006179,Canada,40.29,9.03,FALSE,200,2023-02-18 22:49:12
CDN000006180,Germany,197.57,8.56,FALSE,400,2025-03-21 09:14:52
CDN000006181,Canada,229.43,2.69,FALSE,200,2023-01-15 14:53:20
CDN000006182,Japan,186.78,0.68,FALSE,200,2026-05-21 07:23:50
CDN000006183,Australia,218.33,0.10,FALSE,500,2025-04-30 07:41:52
CDN000006184,USA,168.93,0.68,FALSE,200,2023-09-13 12:31:10
CDN000006185,Canada,340.47,2.95,TRUE,500,2023-03-31 16:51:33
CDN000006186,USA,282.93,4.42,TRUE,400,2024-10-22 13:23:14
CDN000006187,UK,296.01,3.31,TRUE,200,2023-06-22 10:55:28
CDN000006188,UK,23.79,5.17,FALSE,200,2025-10-21 07:01:39
CDN000006189,Germany,305.24,7.12,FALSE,200,2024-12-31 15:40:46
CDN000006190,India,181.64,9.44,FALSE,200,2024-12-10 11:36:08
CDN000006191,India,292.44,7.74,FALSE,200,2026-04-09 15:16:13
CDN000006192,UK,322.33,0.67,TRUE,200,2023-10-05 12:46:03
CDN000006193,Japan,180.56,9.37,FALSE,200,2026-06-26 17:57:24
CDN000006194,Singapore,209.93,6.65,FALSE,200,2023-12-24 07:03:58
CDN000006195,India,134.62,2.06,FALSE,200,2026-04-05 03:21:58
CDN000006196,Canada,201.62,1.84,FALSE,200,2026-04-17 10:47:29
CDN000006197,Germany,99.14,6.30,FALSE,200,2023-08-10 01:16:48
CDN000006198,Canada,77.67,6.19,FALSE,200,2025-02-23 00:26:50
CDN000006199,USA,280.03,3.08,FALSE,200,2026-03-19 11:46:01
CDN000006200,USA,225.91,4.05,FALSE,200,2025-06-25 02:20:47
CDN000006201,Australia,449.94,7.62,TRUE,200,2024-02-21 19:33:03
CDN000006202,USA,148.70,1.02,FALSE,200,2023-09-27 03:02:54
CDN000006203,Singapore,314.60,2.40,TRUE,200,2025-11-03 04:18:17
CDN000006204,Australia,431.11,5.22,TRUE,200,2025-03-02 15:16:24
CDN000006205,Japan,402.73,7.55,TRUE,502,2025-12-17 15:56:00
CDN000006206,UK,345.00,2.80,TRUE,200,2026-06-17 18:41:00
CDN000006207,India,421.79,9.26,TRUE,200,2023-03-05 10:22:44
CDN000006208,USA,204.43,9.34,FALSE,200,2026-04-25 21:58:25
CDN000006209,UK,241.22,8.47,FALSE,200,2026-05-16 01:17:25
CDN000006210,Japan,397.17,0.49,TRUE,502,2026-05-16 02:38:20
CDN000006211,Germany,496.09,3.02,TRUE,200,2024-11-02 14:01:00
CDN000006212,Japan,426.73,7.70,FALSE,400,2025-05-17 15:25:48
CDN000006213,Japan,106.84,3.29,FALSE,200,2023-08-02 21:43:48
CDN000006214,Germany,86.06,9.58,FALSE,200,2025-03-13 07:59:46
CDN000006215,Japan,454.52,6.69,TRUE,200,2026-01-14 20:45:11
CDN000006216,Canada,96.98,0.31,FALSE,200,2026-02-08 14:40:38
CDN000006217,Australia,489.57,1.48,FALSE,200,2023-06-16 02:44:32
CDN000006218,USA,379.23,8.54,FALSE,200,2025-01-16 05:36:41
CDN000006219,Australia,143.77,1.37,FALSE,200,2023-01-18 21:04:50
CDN000006220,Singapore,375.91,6.89,TRUE,400,2026-04-27 20:42:19
CDN000006221,Japan,397.46,8.34,TRUE,200,2023-03-25 10:47:25
CDN000006222,India,334.59,8.87,FALSE,200,2024-11-16 09:55:57
CDN000006223,Japan,45.53,4.52,FALSE,200,2023-01-19 12:29:28
CDN000006224,Germany,372.96,6.59,FALSE,200,2025-07-02 04:38:28
CDN000006225,India,66.28,4.18,FALSE,200,2025-02-16 08:41:18
CDN000006226,USA,436.45,8.37,TRUE,200,2025-12-16 08:09:56
CDN000006227,Canada,427.96,1.82,TRUE,200,2025-06-18 14:57:35
CDN000006228,USA,264.72,5.07,TRUE,200,2025-12-18 20:40:41
CDN000006229,Japan,481.76,1.88,TRUE,400,2025-09-22 07:10:38
CDN000006230,USA,338.02,5.05,TRUE,502,2024-11-18 21:33:29
CDN000006231,India,364.71,6.01,TRUE,200,2023-01-06 07:54:46
CDN000006232,India,377.20,4.26,TRUE,200,2023-11-30 23:20:53
CDN000006233,India,126.20,5.20,FALSE,200,2023-11-01 04:29:35
CDN000006234,Japan,248.53,6.22,FALSE,200,2023-12-28 14:57:00
CDN000006235,Australia,397.90,5.41,TRUE,200,2024-03-15 09:02:10
CDN000006236,Singapore,173.65,4.36,FALSE,200,2026-01-09 02:44:24
CDN000006237,Singapore,25.71,9.65,TRUE,200,2025-08-04 17:40:58
CDN000006238,USA,113.40,2.92,TRUE,200,2025-11-30 07:01:41
CDN000006239,UK,437.92,6.65,TRUE,200,2024-07-23 17:34:28
CDN000006240,Australia,109.28,7.25,FALSE,502,2023-11-19 09:04:38
CDN000006241,UK,219.22,9.28,FALSE,200,2023-02-06 16:41:30
CDN000006242,USA,301.56,9.74,TRUE,400,2023-05-28 18:19:13
CDN000006243,UK,360.78,4.25,TRUE,200,2025-10-26 19:47:58
CDN000006244,USA,51.37,9.25,FALSE,200,2025-10-22 22:24:00
CDN000006245,USA,446.28,5.75,TRUE,200,2023-12-10 15:03:08
CDN000006246,USA,404.43,3.00,TRUE,200,2024-04-12 21:55:53
CDN000006247,Australia,409.41,1.02,TRUE,502,2023-11-04 18:30:25
CDN000006248,UK,355.00,3.54,TRUE,200,2024-06-02 20:43:02
CDN000006249,Canada,203.12,0.02,FALSE,200,2024-07-04 02:44:18
CDN000006250,Canada,224.01,2.92,TRUE,200,2026-03-18 01:27:57
CDN000006251,Australia,472.89,0.12,TRUE,200,2024-05-14 19:52:15
CDN000006252,Germany,330.35,6.77,TRUE,200,2024-03-27 00:19:30
CDN000006253,Singapore,371.22,2.78,TRUE,200,2024-12-17 01:56:50
CDN000006254,Australia,159.33,6.62,FALSE,200,2023-10-25 16:21:25
CDN000006255,UK,350.77,1.84,TRUE,200,2023-12-05 19:51:02
CDN000006256,UK,100.32,3.10,FALSE,200,2025-03-01 14:31:45
CDN000006257,Germany,201.58,0.43,FALSE,200,2025-09-24 10:27:48
CDN000006258,UK,246.83,2.61,FALSE,200,2025-11-25 08:36:26
CDN000006259,India,379.38,3.32,TRUE,200,2023-02-19 17:18:36
CDN000006260,Singapore,205.42,3.18,FALSE,200,2025-08-22 03:21:43
CDN000006261,Australia,328.31,5.14,TRUE,200,2024-11-15 07:32:50
CDN000006262,Canada,388.78,6.46,FALSE,200,2026-01-22 17:20:14
CDN000006263,Canada,423.20,8.38,TRUE,504,2023-01-20 04:15:58
CDN000006264,Australia,245.64,1.18,FALSE,200,2024-08-01 12:56:01
CDN000006265,India,254.63,2.39,TRUE,200,2026-02-15 16:57:19
CDN000006266,Canada,382.25,7.97,TRUE,502,2025-09-21 21:00:52
CDN000006267,USA,348.40,1.32,TRUE,200,2024-05-09 01:46:35
CDN000006268,Canada,38.27,6.32,FALSE,200,2025-04-12 03:04:26
CDN000006269,Germany,305.55,3.38,FALSE,200,2024-12-02 12:33:38
CDN000006270,Australia,172.21,6.54,FALSE,500,2026-05-18 17:50:56
CDN000006271,UK,253.28,2.20,TRUE,200,2025-04-01 13:45:00
CDN000006272,Singapore,389.14,2.91,TRUE,200,2025-06-07 04:48:23
CDN000006273,India,249.27,2.98,FALSE,400,2023-11-26 20:01:47
CDN000006274,Japan,87.81,7.25,FALSE,200,2023-11-22 16:58:27
CDN000006275,Germany,402.30,1.42,FALSE,200,2025-12-19 09:25:12
CDN000006276,USA,195.73,2.88,FALSE,400,2024-04-06 14:49:33
CDN000006277,Japan,14.72,4.40,FALSE,200,2023-12-15 22:49:07
CDN000006278,Australia,96.23,8.25,FALSE,200,2026-04-17 22:39:51
CDN000006279,India,465.88,1.18,TRUE,200,2024-02-01 20:24:35
CDN000006280,Australia,183.50,9.84,FALSE,400,2023-03-19 18:45:00
CDN000006281,India,337.76,9.38,TRUE,200,2024-06-19 02:24:55
CDN000006282,USA,492.00,9.83,TRUE,502,2025-09-14 06:05:48
CDN000006283,Germany,302.71,5.63,TRUE,500,2025-02-04 16:03:35
CDN000006284,Japan,214.11,3.57,FALSE,200,2026-01-20 22:14:28
CDN000006285,Australia,154.40,5.35,FALSE,500,2025-09-19 03:53:09
CDN000006286,Canada,192.15,4.38,FALSE,200,2023-06-13 05:28:05
CDN000006287,Japan,301.06,7.66,TRUE,200,2025-10-20 05:09:19
CDN000006288,Canada,315.96,6.71,FALSE,200,2024-03-07 23:01:10
CDN000006289,Japan,373.95,3.27,TRUE,504,2025-02-17 20:58:50
CDN000006290,Canada,188.33,3.94,FALSE,502,2024-10-14 14:43:09
CDN000006291,UK,245.30,2.30,FALSE,500,2025-12-03 10:13:04
CDN000006292,Singapore,252.10,7.22,TRUE,200,2023-03-16 13:05:47
CDN000006293,India,194.57,9.07,FALSE,500,2025-08-03 09:50:48
CDN000006294,Japan,477.03,6.52,TRUE,200,2025-11-15 12:36:18
CDN000006295,UK,436.84,7.77,TRUE,200,2025-01-12 23:09:58
CDN000006296,India,394.46,9.46,TRUE,502,2025-08-10 16:44:24
CDN000006297,Germany,258.61,3.22,TRUE,200,2024-12-26 01:54:32
CDN000006298,Australia,489.17,1.84,TRUE,200,2023-06-11 02:27:15
CDN000006299,Canada,474.76,7.13,TRUE,200,2025-04-27 13:27:46
CDN000006300,India,140.03,8.16,FALSE,200,2024-05-12 03:31:46
CDN000006301,USA,202.24,5.10,FALSE,500,2024-01-02 12:11:01
CDN000006302,Japan,439.95,0.14,TRUE,200,2024-04-25 18:47:50
CDN000006303,Germany,316.94,4.39,TRUE,500,2023-10-13 13:32:15
CDN000006304,India,376.26,5.68,TRUE,200,2024-07-26 17:41:18
CDN000006305,Germany,161.00,0.97,FALSE,400,2025-04-04 10:53:08
CDN000006306,Germany,192.46,1.67,FALSE,200,2025-12-06 11:15:11
CDN000006307,USA,350.37,9.11,TRUE,400,2023-09-08 07:51:47
CDN000006308,UK,235.98,8.38,FALSE,200,2023-09-10 07:57:53
CDN000006309,Canada,208.90,6.21,FALSE,504,2026-02-22 17:43:00
CDN000006310,Singapore,496.08,7.87,TRUE,200,2026-05-22 03:47:16
CDN000006311,UK,198.48,2.67,FALSE,200,2024-10-30 06:35:49
CDN000006312,India,72.47,3.56,FALSE,200,2026-04-21 17:14:37
CDN000006313,USA,479.69,9.54,TRUE,400,2023-12-31 00:44:29
CDN000006314,Canada,356.49,0.33,TRUE,200,2025-08-20 18:18:02
CDN000006315,UK,116.87,9.64,FALSE,200,2024-02-13 04:29:43
CDN000006316,USA,157.84,2.45,FALSE,200,2025-10-26 00:53:09
CDN000006317,Germany,188.43,7.28,FALSE,200,2024-12-04 07:28:24
CDN000006318,India,471.81,0.36,TRUE,200,2025-01-15 17:12:18
CDN000006319,Japan,195.89,3.82,FALSE,200,2023-09-03 23:00:43
CDN000006320,India,454.52,3.17,TRUE,200,2024-01-15 17:25:46
CDN000006321,USA,50.41,7.75,FALSE,400,2023-02-17 04:52:08
CDN000006322,Germany,248.98,7.99,FALSE,200,2025-03-24 09:04:16
CDN000006323,Canada,456.46,5.55,TRUE,200,2025-11-08 05:57:42
CDN000006324,Canada,311.79,1.05,FALSE,502,2025-06-15 23:16:23
CDN000006325,UK,444.73,0.46,TRUE,200,2024-06-19 13:22:56
CDN000006326,Singapore,69.77,7.05,FALSE,400,2025-08-15 15:48:35
CDN000006327,Australia,166.50,8.11,FALSE,200,2026-06-11 08:35:45
CDN000006328,India,291.88,0.13,TRUE,200,2025-06-09 08:01:40
CDN000006329,USA,388.98,9.05,FALSE,502,2024-02-04 11:30:47
CDN000006330,Germany,121.40,2.32,FALSE,400,2026-06-04 09:04:22
CDN000006331,USA,310.40,9.21,TRUE,200,2025-09-10 02:09:45
CDN000006332,Canada,234.16,8.87,FALSE,200,2026-03-28 08:10:34
CDN000006333,USA,194.73,3.19,FALSE,502,2023-07-02 04:51:07
CDN000006334,USA,172.89,9.00,FALSE,504,2025-10-04 10:34:27
CDN000006335,Australia,389.03,8.87,TRUE,502,2025-04-07 09:27:26
CDN000006336,Canada,279.17,1.22,TRUE,200,2023-11-04 18:20:58
