transaction_id,user_id,plan_type,subscription_amount,payment_mode,payment_status,renewal_status,transaction_timestamp
SUB00000837,USER002841,Sports,585.15,NetBanking,Success,Expired,2024-09-16 11:43:40
SUB00000838,USER001834,Sports,390.68,NetBanking,Success,Cancelled,2025-05-19 23:43:11
SUB00000839,USER002175,Basic,240.81,Wallet,Success,Active,2023-03-04 11:40:28
SUB00000840,USER002287,Sports,496.98,UPI,Failed,Cancelled,2023-11-29 13:17:48
SUB00000841,USER000889,Sports,609.37,Wallet,Failed,Expired,2023-07-17 18:28:54
SUB00000842,USER001336,Family,1160.81,Card,Success,Expired,2023-09-07 12:47:36
SUB00000843,USER002133,Sports,554.48,Card,Success,Expired,2025-01-01 19:44:59
SUB00000844,USER002241,Basic,228.08,Wallet,Success,Cancelled,2024-07-26 07:59:46
SUB00000845,USER002473,Sports,350.53,Wallet,Success,Cancelled,2026-06-02 07:47:26
SUB00000846,USER000125,Premium,521.74,UPI,Pending,Expired,2026-06-08 18:29:30
SUB00000847,USER000393,Sports,530.50,NetBanking,Success,Active,2024-10-11 06:07:26
SUB00000848,USER001098,Premium,528.65,NetBanking,Success,Cancelled,2026-05-18 04:15:14
SUB00000849,USER001028,Basic,391.15,Wallet,Success,Active,2025-12-03 21:53:47
SUB00000850,USER002905,Family,1123.53,UPI,Success,Cancelled,2024-03-29 05:10:46
SUB00000851,USER002283,Sports,534.05,UPI,Pending,Expired,2026-06-26 06:47:52
SUB00000852,USER000071,Premium,762.36,UPI,Pending,Expired,2024-08-09 15:10:09
SUB00000853,USER000618,Sports,643.90,Card,Success,Expired,2023-11-19 11:33:56
SUB00000854,USER000671,Family,1283.13,UPI,Failed,Active,2026-01-22 22:01:38
SUB00000855,USER000930,Basic,396.14,NetBanking,Failed,Cancelled,2023-07-02 19:54:38
SUB00000856,USER002048,Family,982.75,NetBanking,Success,Cancelled,2023-02-03 10:29:43
SUB00000857,USER000364,Sports,376.53,Card,Success,Active,2023-04-14 08:46:54
SUB00000858,USER001970,Sports,413.41,UPI,Success,Expired,2023-01-12 12:47:14
SUB00000859,USER000379,Sports,303.34,UPI,Success,Cancelled,2023-06-04 08:09:30
SUB00000860,USER000578,Sports,320.29,NetBanking,Pending,Active,2024-06-17 07:40:33
SUB00000861,USER002164,Family,1467.93,UPI,Pending,Active,2024-01-16 11:41:13
SUB00000862,USER000339,Sports,543.63,NetBanking,Success,Expired,2025-07-07 16:27:49
SUB00000863,USER001971,Sports,518.23,Wallet,Success,Active,2024-03-06 02:34:58
SUB00000864,USER001716,Sports,569.21,UPI,Success,Cancelled,2023-01-03 03:48:19
SUB00000865,USER001733,Premium,675.33,NetBanking,Success,Active,2024-08-29 02:29:54
SUB00000866,USER000763,Basic,329.48,Wallet,Success,Cancelled,2024-11-03 21:40:31
SUB00000867,USER001638,Basic,264.56,NetBanking,Success,Expired,2023-03-23 13:03:18
SUB00000868,USER000018,Family,1217.40,Wallet,Success,Active,2024-11-25 11:31:57
SUB00000869,USER001443,Premium,714.10,NetBanking,Success,Cancelled,2023-12-16 08:39:37
SUB00000870,USER001663,Family,1261.10,Card,Success,Expired,2026-04-06 08:00:49
SUB00000871,USER001630,Basic,354.35,Wallet,Success,Active,2023-07-29 09:32:45
SUB00000872,USER002443,Sports,583.83,Card,Failed,Cancelled,2023-05-31 20:08:11
SUB00000873,USER000154,Family,1342.49,Card,Success,Expired,2025-07-06 08:10:29
SUB00000874,USER002099,Premium,898.64,Card,Success,Expired,2026-05-03 07:44:14
SUB00000875,USER000402,Basic,317.88,UPI,Failed,Cancelled,2025-09-03 10:33:55
SUB00000876,USER000248,Sports,450.08,NetBanking,Success,Expired,2024-05-18 23:50:07
SUB00000877,USER001951,Family,875.88,Wallet,Success,Expired,2024-04-21 20:18:47
SUB00000878,USER001777,Premium,638.15,UPI,Pending,Active,2024-02-06 13:33:53
SUB00000879,USER000009,Basic,388.54,NetBanking,Success,Active,2023-05-06 06:30:04
SUB00000880,USER001775,Premium,993.96,UPI,Pending,Active,2024-04-01 21:25:59
SUB00000881,USER000309,Basic,333.31,Wallet,Success,Cancelled,2023-09-10 04:00:26
SUB00000882,USER000098,Sports,299.72,Wallet,Failed,Cancelled,2024-06-20 17:14:54
SUB00000883,USER000813,Sports,576.88,Wallet,Success,Expired,2023-07-08 05:56:14
SUB00000884,USER002310,Premium,717.36,NetBanking,Success,Active,2026-01-13 23:00:23
SUB00000885,USER001880,Sports,523.36,Wallet,Success,Cancelled,2025-06-18 09:22:36
SUB00000886,USER002426,Family,1462.17,NetBanking,Success,Active,2023-02-27 20:23:10
SUB00000887,USER002436,Basic,270.07,NetBanking,Success,Active,2024-08-20 11:07:13
SUB00000888,USER002342,Sports,604.00,Card,Success,Expired,2024-11-03 16:45:35
SUB00000889,USER001070,Family,1236.10,Card,Success,Cancelled,2024-06-08 12:16:26
SUB00000890,USER001888,Sports,697.59,UPI,Success,Active,2025-04-02 05:57:49
SUB00000891,USER001197,Family,1469.36,NetBanking,Success,Cancelled,2026-03-16 04:31:51
SUB00000892,USER000103,Sports,325.71,NetBanking,Success,Cancelled,2024-05-09 05:03:24
SUB00000893,USER002912,Basic,353.54,UPI,Success,Expired,2024-05-01 10:30:45
SUB00000894,USER002858,Family,1313.72,Card,Failed,Cancelled,2024-09-10 17:28:42
SUB00000895,USER001622,Family,1216.30,Wallet,Pending,Active,2026-01-07 23:59:47
SUB00000896,USER000656,Sports,513.08,Wallet,Success,Active,2024-10-17 17:43:05
SUB00000897,USER002104,Premium,580.68,UPI,Success,Cancelled,2023-03-08 22:31:53
SUB00000898,USER002490,Sports,350.11,UPI,Failed,Active,2024-07-03 10:26:24
SUB00000899,USER000106,Premium,817.85,NetBanking,Success,Cancelled,2023-05-26 19:26:19
SUB00000900,USER001423,Premium,764.04,Card,Success,Active,2024-02-23 18:08:08
SUB00000901,USER000467,Sports,597.06,NetBanking,Success,Expired,2023-02-12 08:18:22
SUB00000902,USER000547,Premium,788.12,Wallet,Failed,Expired,2025-06-15 12:33:57
SUB00000903,USER000666,Premium,703.48,Card,Success,Cancelled,2024-10-03 07:52:01
SUB00000904,USER002348,Family,986.81,UPI,Failed,Active,2024-04-21 20:27:31
SUB00000905,USER002426,Family,918.88,Card,Pending,Cancelled,2023-03-07 14:35:58
SUB00000906,USER001317,Family,1262.72,NetBanking,Failed,Cancelled,2026-01-27 21:37:41
SUB00000907,USER001622,Sports,320.09,Wallet,Success,Expired,2023-01-03 23:06:30
SUB00000908,USER001901,Basic,232.92,Wallet,Failed,Active,2025-10-30 16:47:47
SUB00000909,USER001980,Sports,469.53,UPI,Failed,Expired,2023-01-20 00:03:29
SUB00000910,USER001927,Basic,228.20,Wallet,Failed,Active,2023-12-19 11:44:13
SUB00000911,USER000505,Sports,592.83,Wallet,Pending,Cancelled,2023-03-17 22:57:45
SUB00000912,USER002074,Premium,766.79,Card,Success,Expired,2023-05-19 08:32:12
SUB00000913,USER000350,Basic,308.28,Wallet,Success,Expired,2025-10-18 14:16:24
SUB00000914,USER002791,Premium,801.14,UPI,Pending,Active,2024-02-02 13:09:39
SUB00000915,USER001269,Family,1075.62,Card,Success,Cancelled,2023-05-13 02:06:47
SUB00000916,USER002457,Sports,395.09,NetBanking,Failed,Active,2025-05-03 16:57:00
SUB00000917,USER001019,Basic,229.61,UPI,Success,Expired,2023-06-06 22:56:42
SUB00000918,USER002306,Premium,527.19,UPI,Success,Expired,2023-11-25 17:33:40
SUB00000919,USER002065,Sports,588.52,UPI,Success,Expired,2023-09-16 14:37:38
SUB00000920,USER001601,Premium,695.17,Card,Success,Active,2023-05-06 04:26:31
SUB00000921,USER000626,Premium,872.24,NetBanking,Failed,Expired,2024-07-08 19:49:08
SUB00000922,USER000895,Basic,334.94,Card,Success,Cancelled,2023-08-02 12:07:23
SUB00000923,USER001614,Family,1051.67,NetBanking,Success,Active,2023-02-10 13:22:30
SUB00000924,USER001777,Family,892.13,Card,Pending,Active,2023-09-10 19:57:12
SUB00000925,USER002099,Basic,289.55,Card,Success,Expired,2023-04-07 23:39:40
SUB00000926,USER001210,Premium,731.83,Card,Success,Cancelled,2024-01-06 06:36:33
SUB00000927,USER001633,Family,812.45,UPI,Success,Expired,2023-01-20 00:15:50
SUB00000928,USER002103,Sports,455.23,NetBanking,Success,Expired,2025-02-04 06:21:12
SUB00000929,USER002050,Premium,573.61,NetBanking,Success,Active,2024-12-22 04:25:46
SUB00000930,USER000833,Family,806.32,UPI,Success,Active,2025-02-27 06:45:21
SUB00000931,USER002627,Family,1188.45,UPI,Success,Expired,2023-04-09 00:05:36
SUB00000932,USER000711,Basic,365.13,NetBanking,Success,Expired,2024-06-27 08:28:46
SUB00000933,USER001156,Family,840.69,UPI,Success,Expired,2025-09-19 18:29:19
SUB00000934,USER000204,Premium,742.30,UPI,Success,Cancelled,2024-11-19 05:47:55
SUB00000935,USER002278,Basic,323.57,NetBanking,Success,Cancelled,2023-06-25 01:11:05
SUB00000936,USER000820,Family,1173.44,NetBanking,Failed,Active,2025-04-05 21:13:29
SUB00000937,USER000438,Family,1280.83,Wallet,Success,Expired,2026-01-22 10:33:13
SUB00000938,USER001153,Premium,662.41,UPI,Success,Cancelled,2024-05-30 01:39:12
SUB00000939,USER001070,Basic,377.39,NetBanking,Pending,Cancelled,2025-08-19 22:29:11
SUB00000940,USER002348,Basic,297.11,NetBanking,Success,Expired,2026-02-09 16:05:23
SUB00000941,USER002261,Premium,559.80,NetBanking,Success,Cancelled,2026-03-07 16:34:40
SUB00000942,USER002703,Premium,858.16,Wallet,Success,Active,2024-12-01 02:32:28
SUB00000943,USER000558,Sports,675.30,NetBanking,Pending,Cancelled,2026-05-08 16:21:45
SUB00000944,USER002657,Premium,722.96,Wallet,Success,Active,2026-03-30 17:35:00
SUB00000945,USER001759,Sports,334.58,Card,Success,Expired,2023-11-29 11:33:38
SUB00000946,USER002104,Basic,229.11,UPI,Success,Active,2023-09-07 19:55:15
SUB00000947,USER001052,Basic,372.10,NetBanking,Success,Expired,2024-05-29 11:52:51
SUB00000948,USER001767,Sports,329.93,NetBanking,Success,Expired,2026-01-07 09:56:49
SUB00000949,USER001072,Basic,311.19,Card,Success,Cancelled,2024-04-04 00:40:57
SUB00000950,USER001194,Basic,259.83,NetBanking,Success,Expired,2024-07-16 20:59:23
SUB00000951,USER000612,Family,1356.34,NetBanking,Success,Cancelled,2026-03-17 20:32:04
SUB00000952,USER002285,Family,1268.86,Wallet,Success,Expired,2023-01-05 20:09:35
SUB00000953,USER002506,Sports,316.00,NetBanking,Success,Active,2024-03-27 15:36:03
SUB00000954,USER000709,Sports,614.68,Card,Success,Cancelled,2024-05-17 14:03:23
SUB00000955,USER000290,Basic,338.05,NetBanking,Pending,Cancelled,2023-07-18 11:12:00
SUB00000956,USER002364,Family,1259.17,Wallet,Success,Expired,2023-08-28 08:07:14
SUB00000957,USER001312,Premium,883.72,NetBanking,Failed,Cancelled,2024-01-31 12:18:51
SUB00000958,USER002906,Basic,299.83,Card,Success,Active,2026-05-09 05:13:44
SUB00000959,USER001014,Sports,555.98,Wallet,Pending,Expired,2024-08-15 00:32:19
SUB00000960,USER002210,Premium,662.88,NetBanking,Success,Active,2024-07-18 06:36:15
SUB00000961,USER001735,Basic,229.12,NetBanking,Success,Cancelled,2024-10-13 01:51:12
SUB00000962,USER001438,Basic,297.84,Wallet,Pending,Expired,2025-12-06 22:58:13
SUB00000963,USER000658,Premium,920.33,UPI,Success,Expired,2025-10-05 20:00:57
SUB00000964,USER001574,Basic,283.49,UPI,Success,Active,2024-03-05 06:16:45
SUB00000965,USER001477,Family,1226.04,UPI,Pending,Active,2025-08-22 10:29:14
SUB00000966,USER000923,Premium,502.92,NetBanking,Failed,Active,2024-04-12 15:02:46
SUB00000967,USER002075,Family,1397.02,Card,Success,Active,2025-11-23 16:30:33
SUB00000968,USER002525,Sports,629.04,NetBanking,Pending,Expired,2026-04-09 02:32:37
SUB00000969,USER001137,Sports,430.00,Card,Pending,Expired,2023-12-31 01:55:04
SUB00000970,USER002544,Premium,833.46,NetBanking,Success,Expired,2025-11-03 23:50:40
SUB00000971,USER002687,Family,1117.30,UPI,Success,Expired,2025-04-24 13:58:26
SUB00000972,USER002467,Family,845.70,Wallet,Pending,Expired,2025-06-03 16:42:47
SUB00000973,USER000829,Premium,581.27,Wallet,Success,Active,2025-09-14 06:54:31
SUB00000974,USER000245,Basic,259.96,Wallet,Pending,Expired,2025-12-23 10:58:26
SUB00000975,USER002954,Basic,323.20,UPI,Failed,Active,2023-10-04 13:33:49
SUB00000976,USER002506,Sports,501.66,NetBanking,Success,Expired,2023-05-12 11:38:14
SUB00000977,USER002030,Premium,775.72,Wallet,Success,Cancelled,2026-02-10 10:47:04
SUB00000978,USER001648,Basic,277.63,Card,Success,Cancelled,2024-10-05 00:42:33
SUB00000979,USER000006,Sports,534.82,Card,Success,Expired,2025-10-22 10:47:17
SUB00000980,USER000107,Family,1074.26,Card,Success,Expired,2026-05-08 19:58:05
SUB00000981,USER002868,Basic,361.21,NetBanking,Success,Cancelled,2024-10-04 05:42:49
SUB00000982,USER000157,Premium,504.56,NetBanking,Success,Expired,2026-03-31 18:49:15
SUB00000983,USER002583,Family,1334.73,UPI,Success,Expired,2025-08-13 05:12:08
SUB00000984,USER000701,Premium,712.20,NetBanking,Success,Active,2024-08-30 07:07:25
SUB00000985,USER000888,Basic,351.25,Card,Pending,Expired,2024-03-24 10:46:17
SUB00000986,USER001023,Sports,568.59,Wallet,Pending,Cancelled,2024-03-03 07:28:10
SUB00000987,USER001198,Basic,199.49,Card,Success,Cancelled,2023-01-02 23:05:18
SUB00000988,USER002771,Premium,855.04,UPI,Success,Cancelled,2024-03-02 07:10:58
SUB00000989,USER001456,Basic,280.70,NetBanking,Success,Expired,2025-10-09 15:06:10
SUB00000990,USER000094,Family,1045.31,UPI,Pending,Active,2024-08-02 15:28:48
SUB00000991,USER001571,Basic,286.71,NetBanking,Success,Expired,2023-08-25 21:57:18
SUB00000992,USER000990,Basic,199.53,Card,Success,Expired,2023-07-31 18:53:44
SUB00000993,USER000311,Premium,899.38,UPI,Success,Expired,2023-09-05 14:57:28
SUB00000994,USER001812,Family,908.92,UPI,Success,Cancelled,2024-02-26 05:27:27
SUB00000995,USER000918,Family,959.63,Wallet,Success,Expired,2026-01-16 12:53:57
SUB00000996,USER000895,Basic,239.33,Wallet,Failed,Active,2024-12-27 01:22:51
SUB00000997,USER002440,Sports,575.63,NetBanking,Success,Cancelled,2023-12-11 19:57:04
SUB00000998,USER001748,Sports,475.24,Wallet,Failed,Cancelled,2023-05-30 12:23:50
SUB00000999,USER001724,Basic,294.55,Card,Failed,Active,2025-01-14 02:26:02
SUB00001000,USER000990,Sports,538.40,Card,Success,Active,2025-09-07 02:14:54
SUB00001001,USER000297,Sports,468.32,NetBanking,Success,Active,2023-05-16 14:09:42
SUB00001002,USER001709,Sports,416.12,Wallet,Success,Cancelled,2024-03-30 18:53:05
SUB00001003,USER001235,Sports,437.63,Card,Success,Active,2023-01-24 22:54:04
SUB00001004,USER001817,Premium,687.22,NetBanking,Success,Cancelled,2023-07-04 20:41:16
SUB00001005,USER001969,Premium,901.40,Card,Success,Expired,2025-08-19 00:41:53
SUB00001006,USER001555,Premium,933.12,Card,Success,Active,2023-09-10 19:15:34
SUB00001007,USER002183,Premium,585.06,Card,Success,Active,2026-05-04 05:12:46
SUB00001008,USER001312,Sports,384.93,NetBanking,Success,Cancelled,2023-12-23 21:35:59
SUB00001009,USER002737,Basic,264.42,Wallet,Success,Expired,2024-06-27 22:43:48
SUB00001010,USER002792,Family,1380.39,UPI,Failed,Expired,2025-07-11 19:03:47
SUB00001011,USER001716,Family,1066.55,Card,Success,Cancelled,2024-08-04 12:09:08
SUB00001012,USER002415,Family,1302.01,Wallet,Success,Expired,2026-01-31 02:10:02
SUB00001013,USER002303,Sports,482.99,Wallet,Success,Active,2025-04-16 09:24:32
SUB00001014,USER000656,Basic,320.76,NetBanking,Success,Active,2024-09-19 15:40:10
SUB00001015,USER000890,Sports,582.11,Wallet,Success,Active,2025-06-15 00:42:57
SUB00001016,USER001019,Basic,293.07,UPI,Success,Expired,2024-08-21 22:10:01
SUB00001017,USER002940,Sports,414.36,UPI,Failed,Expired,2024-05-19 05:34:36
SUB00001018,USER001719,Family,1264.44,NetBanking,Success,Active,2024-06-09 09:11:56
SUB00001019,USER001051,Family,1275.99,NetBanking,Failed,Cancelled,2025-02-17 10:03:17
SUB00001020,USER002843,Premium,917.33,Wallet,Success,Active,2024-02-03 02:52:20
SUB00001021,USER000470,Sports,654.46,UPI,Success,Expired,2024-03-15 22:16:27
SUB00001022,USER000717,Basic,279.62,Wallet,Success,Active,2024-08-21 17:45:50
SUB00001023,USER001903,Family,1126.49,UPI,Pending,Expired,2025-08-14 21:28:03
SUB00001024,USER001583,Sports,360.48,NetBanking,Success,Cancelled,2023-08-21 06:15:51
SUB00001025,USER002987,Premium,863.10,Card,Pending,Expired,2024-07-05 10:45:31
SUB00001026,USER000978,Premium,687.00,Wallet,Success,Expired,2023-02-07 16:24:00
SUB00001027,USER002843,Basic,302.77,UPI,Success,Cancelled,2026-03-22 13:46:06
SUB00001028,USER001791,Sports,571.93,NetBanking,Failed,Active,2026-05-12 08:39:17
SUB00001029,USER002077,Family,998.65,Wallet,Success,Cancelled,2025-01-23 17:22:22
SUB00001030,USER001644,Sports,643.98,Wallet,Success,Expired,2023-08-05 05:25:46
SUB00001031,USER000723,Basic,226.49,Card,Success,Active,2023-07-06 02:51:03
SUB00001032,USER001309,Sports,433.87,Wallet,Success,Cancelled,2024-04-19 00:45:04
SUB00001033,USER002138,Family,1440.06,Wallet,Success,Expired,2024-05-11 03:06:15
SUB00001034,USER001230,Premium,790.34,UPI,Failed,Cancelled,2024-08-14 10:42:04
SUB00001035,USER001488,Family,1420.15,Card,Success,Active,2026-04-05 15:25:47
SUB00001036,USER001344,Family,1487.06,Card,Success,Expired,2023-02-16 15:33:39
SUB00001037,USER001050,Family,1281.01,Card,Pending,Expired,2025-12-02 03:09:04
SUB00001038,USER002167,Premium,772.13,Card,Success,Active,2023-09-06 23:29:57
SUB00001039,USER002775,Sports,439.16,Card,Success,Cancelled,2024-06-20 03:13:38
SUB00001040,USER002881,Family,1285.55,Wallet,Success,Cancelled,2023-06-28 06:12:06
SUB00001041,USER000465,Basic,254.30,Card,Success,Active,2023-09-18 13:02:48
SUB00001042,USER000646,Basic,354.20,Card,Success,Expired,2024-03-23 16:07:53
SUB00001043,USER002647,Basic,353.01,UPI,Success,Cancelled,2024-08-06 09:19:47
SUB00001044,USER000529,Family,1305.03,UPI,Success,Active,2023-10-25 18:44:43
SUB00001045,USER000696,Premium,612.73,NetBanking,Failed,Active,2024-05-02 11:37:13
SUB00001046,USER002666,Basic,320.75,Card,Success,Cancelled,2026-05-05 17:03:29
SUB00001047,USER002755,Premium,631.55,Wallet,Success,Active,2025-10-13 21:01:05
SUB00001048,USER002255,Basic,383.23,UPI,Success,Cancelled,2024-02-22 23:54:05
SUB00001049,USER001798,Sports,658.10,Wallet,Success,Expired,2026-04-21 06:14:21
SUB00001050,USER001861,Premium,736.25,UPI,Pending,Cancelled,2025-01-16 23:00:30
SUB00001051,USER000362,Basic,363.19,Card,Success,Expired,2026-01-28 13:50:09
SUB00001052,USER002541,Family,1256.70,Card,Success,Expired,2023-04-05 01:21:30
SUB00001053,USER002558,Sports,317.92,Wallet,Success,Expired,2023-08-06 05:12:54
SUB00001054,USER001686,Premium,637.48,Card,Success,Cancelled,2024-07-01 08:12:10
SUB00001055,USER000901,Family,827.04,UPI,Success,Cancelled,2023-05-12 09:06:17
SUB00001056,USER002285,Family,966.86,NetBanking,Success,Active,2024-06-19 10:58:48
SUB00001057,USER002288,Family,1439.80,UPI,Success,Active,2023-10-12 22:58:06
SUB00001058,USER000288,Family,1140.83,Wallet,Success,Cancelled,2025-08-19 04:52:14
SUB00001059,USER001339,Premium,595.90,UPI,Success,Cancelled,2025-07-06 05:46:14
SUB00001060,USER001568,Sports,449.23,Wallet,Success,Cancelled,2024-04-05 21:55:19
SUB00001061,USER002300,Family,1075.87,Wallet,Success,Active,2025-07-29 17:23:40
SUB00001062,USER001733,Premium,548.61,UPI,Success,Active,2026-05-25 19:48:50
SUB00001063,USER001275,Premium,643.31,UPI,Success,Expired,2023-10-28 11:48:17
SUB00001064,USER000497,Family,1199.15,UPI,Pending,Expired,2023-04-15 07:31:41
SUB00001065,USER001530,Basic,316.00,NetBanking,Failed,Active,2024-04-20 07:12:59
SUB00001066,USER000737,Sports,380.34,NetBanking,Success,Cancelled,2025-12-16 15:54:26
SUB00001067,USER001536,Sports,569.32,Wallet,Success,Expired,2024-01-09 18:29:39
SUB00001068,USER000582,Basic,205.80,Wallet,Success,Active,2025-11-14 05:42:41
SUB00001069,USER001211,Basic,317.19,UPI,Success,Active,2023-09-15 19:38:19
SUB00001070,USER002689,Sports,315.33,Card,Success,Active,2023-12-18 01:39:28
SUB00001071,USER001869,Family,963.40,Card,Pending,Cancelled,2025-03-13 02:06:21
SUB00001072,USER002744,Sports,539.35,NetBanking,Failed,Expired,2024-08-06 18:54:15
SUB00001073,USER000280,Family,1029.09,Wallet,Success,Cancelled,2024-11-07 18:09:08
SUB00001074,USER001070,Sports,499.34,UPI,Pending,Active,2026-04-17 05:11:47
SUB00001075,USER001859,Premium,618.45,Card,Failed,Expired,2025-02-26 20:26:47
SUB00001076,USER000579,Premium,790.86,UPI,Success,Expired,2023-07-30 23:16:09
SUB00001077,USER002200,Premium,553.92,Wallet,Success,Active,2025-10-17 09:04:39
SUB00001078,USER001135,Family,1409.14,Card,Pending,Active,2026-02-07 01:52:30
SUB00001079,USER000724,Sports,423.43,Card,Failed,Expired,2024-09-19 10:22:56
SUB00001080,USER000887,Family,1073.17,Card,Success,Expired,2026-04-20 04:34:55
SUB00001081,USER001118,Family,855.09,UPI,Success,Cancelled,2023-10-29 08:05:41
SUB00001082,USER001095,Basic,351.61,NetBanking,Success,Expired,2025-06-23 19:54:00
SUB00001083,USER002195,Sports,674.77,NetBanking,Success,Active,2025-12-09 10:14:00
SUB00001084,USER002253,Family,1019.17,NetBanking,Failed,Expired,2026-03-11 15:20:08
SUB00001085,USER001226,Sports,536.91,Wallet,Success,Active,2026-06-13 23:31:48
SUB00001086,USER000347,Basic,318.88,NetBanking,Success,Active,2026-02-16 18:56:17
SUB00001087,USER001156,Sports,508.75,Card,Success,Expired,2026-02-03 17:19:57
SUB00001088,USER000771,Basic,299.71,Card,Success,Cancelled,2024-12-09 10:13:23
SUB00001089,USER001337,Premium,876.60,Card,Failed,Active,2023-11-03 00:51:26
SUB00001090,USER002533,Sports,435.04,NetBanking,Failed,Expired,2023-05-21 02:59:08
SUB00001091,USER001003,Sports,502.91,Card,Failed,Expired,2023-02-02 14:51:05
SUB00001092,USER000094,Premium,979.22,Card,Failed,Cancelled,2023-01-02 20:42:43
SUB00001093,USER002624,Premium,733.41,UPI,Success,Active,2024-05-20 13:57:00
SUB00001094,USER000582,Premium,657.91,NetBanking,Success,Cancelled,2023-01-21 04:25:13
SUB00001095,USER002565,Basic,398.76,NetBanking,Failed,Active,2024-09-03 04:42:31
SUB00001096,USER000820,Basic,392.98,NetBanking,Success,Expired,2025-11-28 13:19:41
SUB00001097,USER002597,Premium,705.31,UPI,Success,Cancelled,2023-09-21 21:26:21
SUB00001098,USER000624,Family,1206.05,Wallet,Success,Expired,2023-05-13 12:04:35
SUB00001099,USER000865,Premium,674.81,NetBanking,Failed,Expired,2024-01-13 01:23:55
SUB00001100,USER002825,Premium,742.65,Wallet,Success,Expired,2026-04-11 14:47:52
SUB00001101,USER001582,Premium,550.25,UPI,Success,Cancelled,2023-12-25 21:13:18
SUB00001102,USER001748,Sports,312.77,NetBanking,Failed,Active,2024-10-20 04:16:02
SUB00001103,USER001168,Family,1354.52,Card,Pending,Cancelled,2024-03-29 15:31:17
SUB00001104,USER000372,Sports,648.19,Wallet,Failed,Expired,2024-10-17 17:05:49
SUB00001105,USER000047,Family,1406.67,Card,Success,Cancelled,2024-12-24 07:54:16
SUB00001106,USER001562,Family,825.33,Card,Success,Active,2025-10-13 23:59:36
SUB00001107,USER001716,Sports,562.45,NetBanking,Pending,Expired,2024-01-05 20:27:35
SUB00001108,USER000309,Family,1098.27,UPI,Success,Expired,2026-03-19 15:18:24
SUB00001109,USER000511,Premium,502.21,Wallet,Success,Expired,2024-10-06 16:33:51
SUB00001110,USER000902,Premium,708.14,NetBanking,Success,Cancelled,2025-02-20 06:59:53
SUB00001111,USER002143,Premium,793.99,Wallet,Pending,Expired,2025-03-10 12:35:28
SUB00001112,USER001460,Premium,618.47,UPI,Success,Active,2025-05-04 15:08:56
SUB00001113,USER001984,Sports,466.86,UPI,Failed,Active,2024-09-13 01:23:02
SUB00001114,USER000287,Basic,260.66,NetBanking,Success,Cancelled,2025-10-13 06:06:31
SUB00001115,USER000652,Family,936.75,NetBanking,Pending,Expired,2024-02-13 18:45:26
SUB00001116,USER001277,Basic,326.24,UPI,Pending,Active,2024-10-13 06:20:23
SUB00001117,USER000539,Premium,521.11,Wallet,Failed,Active,2023-04-22 12:52:08
SUB00001118,USER002106,Basic,334.14,NetBanking,Success,Cancelled,2023-08-26 07:58:36
SUB00001119,USER001146,Basic,229.85,Card,Failed,Cancelled,2025-01-02 00:54:38
SUB00001120,USER001580,Basic,346.15,NetBanking,Failed,Expired,2024-03-20 01:40:46
SUB00001121,USER000978,Premium,918.45,NetBanking,Success,Cancelled,2023-08-01 10:34:22
SUB00001122,USER002746,Premium,689.57,Wallet,Success,Active,2024-07-25 06:29:17
SUB00001123,USER002937,Basic,251.74,Card,Failed,Cancelled,2025-02-25 04:07:01
SUB00001124,USER002018,Family,837.83,UPI,Success,Active,2023-01-24 15:21:17
SUB00001125,USER001759,Premium,914.69,UPI,Success,Active,2023-12-06 11:23:42
SUB00001126,USER000005,Premium,666.82,NetBanking,Success,Cancelled,2024-07-20 07:08:30
SUB00001127,USER001635,Basic,355.82,UPI,Success,Active,2025-08-19 17:39:18
SUB00001128,USER002404,Premium,739.31,UPI,Success,Expired,2025-12-10 06:40:15
SUB00001129,USER002759,Sports,581.65,Wallet,Success,Cancelled,2024-08-30 12:39:10
SUB00001130,USER000037,Family,1143.34,NetBanking,Success,Cancelled,2024-12-21 06:39:54
SUB00001131,USER002192,Sports,412.28,UPI,Success,Active,2023-09-12 01:18:01
SUB00001132,USER000174,Sports,581.20,UPI,Success,Cancelled,2024-08-13 11:42:30
SUB00001133,USER001774,Family,1088.90,Wallet,Pending,Cancelled,2026-06-17 14:15:54
SUB00001134,USER001541,Family,1040.02,Card,Success,Active,2024-11-01 04:26:35
SUB00001135,USER000881,Family,1347.77,Wallet,Success,Expired,2023-07-31 16:36:31
SUB00001136,USER000121,Basic,292.81,NetBanking,Success,Active,2026-01-12 13:48:39
SUB00001137,USER001450,Basic,258.99,Wallet,Success,Expired,2024-02-26 04:26:20
SUB00001138,USER001061,Family,1329.90,Card,Success,Active,2023-08-22 05:04:20
SUB00001139,USER002342,Family,1249.82,Card,Pending,Cancelled,2025-09-07 22:48:52
SUB00001140,USER000644,Premium,649.32,UPI,Success,Cancelled,2023-05-25 23:36:08
SUB00001141,USER002971,Premium,564.56,Card,Success,Active,2025-03-20 19:01:14
SUB00001142,USER001982,Sports,654.18,UPI,Success,Cancelled,2024-06-05 11:21:27
SUB00001143,USER000618,Basic,293.69,UPI,Success,Cancelled,2024-09-13 08:32:13
SUB00001144,USER002439,Sports,405.64,UPI,Pending,Expired,2024-09-03 12:46:55
SUB00001145,USER002605,Sports,423.74,Wallet,Success,Cancelled,2024-08-02 17:36:25
